file,class,lcom*
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/event/ChartChangeEventType.java,org.jfree.chart.event.ChartChangeEventType,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/api/TableOrder.java,org.jfree.chart.api.TableOrder,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/data/time/Millisecond.java,org.jfree.data.time.Millisecond,0.7076024
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/axis/ExtendedCategoryAxis.java,org.jfree.chart.axis.ExtendedCategoryAxis,0.6136364
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/util/GradientPaintTransformType.java,org.jfree.chart.util.GradientPaintTransformType,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/data/xy/YisSymbolic.java,org.jfree.data.xy.YisSymbolic,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/renderer/category/CategoryItemRenderer.java,org.jfree.chart.renderer.category.CategoryItemRenderer,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/data/resources/DataPackageResources_es.java,org.jfree.data.resources.DataPackageResources_es,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/annotations/AbstractAnnotation.java,org.jfree.chart.annotations.AbstractAnnotation,0.54545456
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/annotations/CategoryTextAnnotation.java,org.jfree.chart.annotations.CategoryTextAnnotation,0.5909091
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/renderer/Outlier.java,org.jfree.chart.renderer.Outlier,0.5909091
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/renderer/category/LineAndShapeRenderer.java,org.jfree.chart.renderer.category.LineAndShapeRenderer,0.8666666
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/swing/editor/StrokeSample.java,org.jfree.chart.swing.editor.StrokeSample,0.5
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/data/general/DefaultKeyedValueDataset.java,org.jfree.data.general.DefaultKeyedValueDataset,0.65
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/data/general/SeriesChangeEvent.java,org.jfree.data.general.SeriesChangeEvent,1.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,org.jfree.chart.renderer.category.MinMaxCategoryRenderer$Anonymous1,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/plot/FastScatterPlot.java,org.jfree.chart.plot.FastScatterPlot,0.8977778
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/labels/CategoryItemLabelGenerator.java,org.jfree.chart.labels.CategoryItemLabelGenerator,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/swing/editor/DefaultTitleEditor.java,org.jfree.chart.swing.editor.DefaultTitleEditor,0.73333335
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,org.jfree.chart.renderer.category.MinMaxCategoryRenderer$Anonymous2,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/data/KeyedValueComparator.java,org.jfree.data.KeyedValueComparator,0.25
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer.java,org.jfree.chart.renderer.xy.StackedXYAreaRenderer$StackedXYAreaRendererState,0.65625
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/axis/TickUnits.java,org.jfree.chart.axis.TickUnits,0.5555556
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/imagemap/URLTagFragmentGenerator.java,org.jfree.chart.imagemap.URLTagFragmentGenerator,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/data/ItemKey.java,org.jfree.data.ItemKey,0.0
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/plot/dial/StandardDialFrame.java,org.jfree.chart.plot.dial.StandardDialFrame,0.63529414
/home/xavlap/Documents/A22/IFT3913/IFT3913TP2/src/jfreechart-master/src/main/java/org/jfree/chart/renderer/category/StackedBarRenderer.java,org.jfree.chart.renderer.category.StackedBarRenderer,0.6666667
